1.82502,1,2,-75.1933,29.9868,0.0126976,-3.22717,0.632219,0.276167,3.76673,2.22204,1.29719
1.87503,1,2,-74.3134,29.9983,0.0297112,-3.28268,0.500366,0.190746,3.76124,2.21548,1.19013
1.92503,1,2,-73.5379,29.9745,0.0071739,-3.26073,0.499975,0.184708,3.75812,2.21256,1.11685
1.97503,1,2,-72.7207,29.9886,0.0226704,-3.35751,0.304754,0.0646942,3.74996,2.20704,0.947279
2.02503,1,2,-71.9472,29.9974,0.030075,-3.46664,0.168821,-0.0182823,3.73673,2.20597,0.74807
2.07503,1,2,-71.213,29.9941,0.0234302,-3.55731,0.0492761,-0.0889482,3.72215,2.20204,0.538615
2.12502,1,2,-70.6232,29.9889,0.01775,-3.5013,0.0679595,-0.0744319,4.05096,2.29148,0.40671
2.17502,1,2,-69.8916,29.9946,0.0213057,-3.35957,0.224359,0.0206563,4.0395,2.28628,0.412188
2.22502,1,2,-69.135,29.9974,0.0235106,-3.30263,0.403797,0.123756,4.02812,2.27807,0.525856
2.27501,1,2,-68.3583,29.9731,0.000591894,-3.32458,0.439305,0.139351,4.01174,2.27095,0.625632
2.32501,1,2,-67.5463,29.9804,0.0110142,-3.32035,0.409477,0.118001,4.00318,2.26497,0.67556
2.37501,1,2,-66.8073,29.9978,0.0248315,-3.39383,0.153054,-0.0342164,3.99176,2.25856,0.552262
2.425,1,2,-66.0828,30.0427,0.0637414,-3.35436,0.0335838,-0.100527,3.9771,2.25075,0.394471
2.475,1,2,-65.3113,30.0062,0.0270457,-3.27164,0.0380323,-0.0931331,3.96595,2.24648,0.289272
2.52599,1,2,-64.5668,29.9807,0.000894076,-3.2515,0.0597232,-0.0777429,3.95388,2.24573,0.230669
2.57599,1,2,-63.9415,29.9977,0.0180359,-3.31291,0.124593,-0.0402839,4.23294,2.38191,0.230451
2.62599,1,2,-63.186,30.0156,0.0340562,-3.35984,0.056905,-0.0792076,4.22092,2.49114,0.188677
2.67598,1,2,-62.4213,30.0412,0.0570167,-3.33617,-0.0428664,-0.133329,4.2067,2.48481,0.0987372
2.72598,1,2,-61.6959,30.0324,0.0438599,-3.36506,-0.0474131,-0.132953,4.19448,2.48171,0.0344242
2.77598,1,2,-60.8544,30.0483,0.0621987,-3.37493,-0.126695,-0.174672,4.18421,2.55648,-0.0583162
2.82597,1,2,-60.2118,30.038,0.0483233,-3.35039,-0.10461,-0.156315,4.368,2.54886,-0.108136
2.87597,1,2,-59.4582,29.9686,-0.0201471,-3.31246,0.0265061,-0.0758228,4.35455,2.54078,-0.0613761
2.92597,1,2,-58.6196,30.0078,0.0235575,-3.36568,-0.0352209,-0.110362,4.35429,2.53719,-0.0674276
2.97596,1,2,-57.8908,30.0253,0.0373442,-3.41885,-0.182433,-0.192661,4.34089,2.53185,-0.162313
3.02596,1,2,-57.1424,30.0313,0.0408452,-3.38545,-0.246884,-0.222873,4.32972,2.52391,-0.26691
3.07595,1,2,-56.4562,29.9796,-0.00779133,-3.41585,-0.0259799,-0.0909529,4.54986,2.5224,-0.202105
3.12595,1,2,-55.7477,30.0447,0.0515421,-3.4392,-0.176081,-0.174645,4.5348,2.51125,-0.250313
3.17595,1,2,-55.1149,29.9946,-0.000205557,-3.44439,0.0180313,-0.0587351,4.7278,2.50501,-0.163364
3.22594,1,2,-54.3443,30.0402,0.0440194,-3.46604,-0.121519,-0.13728,4.71361,2.49559,-0.190057
3.27594,1,2,-53.5967,30.0339,0.0365975,-3.45819,-0.243941,-0.20287,4.73863,2.49168,-0.283945
3.32594,1,2,-52.8217,30.0595,0.0608395,-3.48855,-0.301896,-0.230809,4.74164,2.48156,-0.383775
3.37593,1,2,-52.1215,30.0486,0.047798,-3.43359,-0.49421,-0.332138,4.83854,2.47931,-0.570963
3.42593,1,2,-51.3841,30.0388,0.0351547,-3.34823,-0.507435,-0.327327,4.83793,2.47794,-0.70717
3.47593,1,2,-50.6501,30.0868,0.0804868,-3.43345,-0.646899,-0.399623,4.90045,2.62479,-0.885917
3.52592,1,2,-49.8687,30.0997,0.0904219,-3.5101,-0.718084,-0.430331,4.88696,2.61433,-1.05185
3.57592,1,2,-49.0459,30.0581,0.0503002,-3.53701,-0.698861,-0.406723,4.87399,2.60474,-1.15388
3.62591,1,2,-48.2891,30.0541,0.0425225,-3.49545,-0.546637,-0.306145,4.85941,2.598,-1.12929
3.67591,1,2,-47.5927,30.0505,0.0386484,-3.55666,-0.589099,-0.322558,5.01632,2.58992,-1.13867
3.72591,1,2,-46.8627,29.9993,-0.0150856,-3.54572,-0.413267,-0.211428,5.00083,2.57971,-1.03644
3.7759,1,2,-46.1477,30.0292,0.0110166,-3.5503,-0.315974,-0.149462,4.99946,2.57034,-0.905792
3.8259,1,2,-45.3565,30.0444,0.0271805,-3.61917,-0.396324,-0.192464,4.97688,2.55934,-0.866054
3.8759,1,2,-44.6796,29.9834,-0.0332672,-3.55896,-0.237662,-0.0938089,5.11709,2.55036,-0.740679
3.92589,1,2,-43.9392,30.0498,0.030781,-3.58922,-0.35326,-0.157789,5.10102,2.53995,-0.726199
3.97589,1,2,-43.1957,30.0962,0.073121,-3.60685,-0.530473,-0.254624,5.08826,2.53223,-0.825674
4.02589,1,2,-42.4875,30.0361,0.0127281,-3.52612,-0.47539,-0.212746,5.19526,2.52641,-0.860016
4.07588,1,2,-41.7545,30.0461,0.0203404,-3.5937,-0.484018,-0.212885,5.19425,2.52089,-0.888649
4.12588,1,2,-40.9807,30.0367,0.0127528,-3.60804,-0.473788,-0.200693,5.22698,2.51439,-0.901845
4.17587,1,2,-40.18,30.0944,0.0696799,-3.64569,-0.520141,-0.222178,5.21167,2.50421,-0.938932
4.22587,1,2,-39.4481,30.0236,-0.00324013,-3.58733,-0.379997,-0.133072,5.20958,2.49687,-0.877789
4.27587,1,2,-38.7042,30.0036,-0.0231515,-3.56531,-0.282803,-0.072459,5.20915,2.48742,-0.775554
4.32586,1,2,-37.9807,29.979,-0.0479227,-3.53174,-0.124958,0.0212909,5.20782,2.47832,-0.607395
4.37586,1,2,-37.2567,29.9922,-0.0353559,-3.49672,0.0040406,0.0956121,5.20546,2.46793,-0.411983
4.42586,1,2,-36.6341,30.0188,-0.00689606,-3.54202,-0.0795494,0.0440471,5.50006,2.46473,-0.330322
4.47585,1,2,-35.8879,30.0037,-0.0213199,-3.52925,-0.0485591,0.0610801,5.49822,2.45838,-0.255176
4.52585,1,2,-35.1493,30.0434,0.0160634,-3.53511,-0.0517604,0.0574482,5.48084,2.45257,-0.205712
4.57585,1,2,-34.3697,29.992,-0.0319412,-3.49021,0.0798882,0.132389,5.4777,2.44352,-0.0898853
4.62584,1,2,-33.6516,29.9647,-0.0584046,-3.43672,0.129634,0.158534,5.47709,2.43674,0.0203676
4.67584,1,2,-32.8721,29.9556,-0.0622688,-3.39166,0.19997,0.195358,5.47529,2.43156,0.13965
4.72584,1,2,-32.1486,29.9505,-0.0657769,-3.39858,0.206822,0.193374,5.4727,2.42737,0.225478
4.77583,1,2,-31.428,29.961,-0.0544373,-3.37079,0.250055,0.213135,5.46903,2.4183,0.31106
4.82583,1,2,-30.6768,29.9685,-0.0447694,-3.33519,0.199066,0.178712,5.46586,2.41158,0.337685
4.87582,1,2,-29.9124,29.9969,-0.014867,-3.31825,0.196533,0.172458,5.46238,2.4042,0.354132
4.92582,1,2,-29.1772,29.9495,-0.0599207,-3.29545,0.293088,0.222908,5.45878,2.39738,0.425794
4.97582,1,2,-28.4258,29.9281,-0.0771793,-3.28039,0.296097,0.218311,5.45754,2.39037,0.476734
5.02581,1,2,-27.6979,29.952,-0.0521888,-3.26542,0.28335,0.204949,5.45382,2.38355,0.503385
5.07581,1,2,-26.9713,29.9349,-0.0672277,-3.22721,0.338601,0.231272,5.44951,2.37667,0.556155
5.12581,1,2,-26.1718,29.9279,-0.0674877,-3.24317,0.360068,0.236083,5.44686,2.36869,0.605619
5.1758,1,2,-25.4176,29.9503,-0.0426395,-3.20866,0.370115,0.235696,5.44294,2.36313,0.645453
5.2258,1,2,-24.6797,29.9251,-0.0652904,-3.19771,0.376116,0.232127,5.43778,2.35531,0.676544
5.2758,1,2,-23.8748,29.8871,-0.0944782,-3.15879,0.420409,0.251241,5.43639,2.34678,0.725721
5.32579,1,2,-23.1484,29.8994,-0.0794632,-3.13215,0.44562,0.258744,5.43292,2.33826,0.774912
5.37579,1,2,-22.416,29.8922,-0.0834279,-3.13042,0.46481,0.261778,5.42928,2.33218,0.820511
5.42578,1,2,-21.6388,29.9409,-0.0315779,-3.11577,0.43964,0.240053,5.42557,2.32385,0.835373
5.47578,1,2,-20.8848,29.9305,-0.03983,-3.09774,0.405441,0.213534,5.42121,2.31562,0.824131
5.52578,1,2,-20.1166,29.9234,-0.0439163,-3.08239,0.327776,0.162929,5.41751,2.30741,0.767795
5.57577,1,2,-19.3779,29.9735,0.0045668,-3.14113,0.245873,0.109635,5.414,2.3052,0.67765
5.62577,1,2,-18.6391,29.9758,0.00521076,-3.14729,0.121894,0.0351109,5.41068,2.29824,0.538424
5.67577,1,2,-17.8911,29.9419,-0.027277,-3.1015,0.168583,0.0615468,5.40369,2.28963,0.472417
5.72576,1,2,-17.146,29.9278,-0.0394905,-3.11335,0.179171,0.0651459,5.40105,2.28116,0.433895
5.77576,1,2,-16.4133,29.8769,-0.0867437,-3.09331,0.245487,0.101248,5.39688,2.27296,0.449235
5.82576,1,2,-15.6824,29.8559,-0.103083,-3.09007,0.338094,0.150931,5.3951,2.26261,0.517838
5.87575,1,2,-14.9191,29.7956,-0.154067,-3.12759,0.399177,0.17989,5.39245,2.25596,0.603475
5.92575,1,2,-14.1525,29.848,-0.095697,-3.15884,0.342725,0.141475,5.39166,2.2508,0.626178
5.97574,1,2,-13.3927,29.9864,0.0411384,-3.30092,0.084545,-0.120024,5.38877,2.24873,0.479425
6.02574,1,2,-12.5871,29.8676,-0.0698691,-3.39241,0.146712,-0.0617964,5.38736,2.24863,0.418172
6.07574,1,2,-11.8619,29.9127,-0.0249236,-3.46876,0.0283219,-0.176658,5.38395,2.24489,0.301949
6.12573,1,2,-11.0891,29.8465,-0.0847529,-3.5214,0.0743962,-0.128453,5.38197,2.24007,0.251378
6.17573,1,2,-10.3312,29.8734,-0.0542485,-3.57423,0.214214,0.00638433,5.37943,2.23502,0.304353
6.22573,1,2,-9.54258,29.9278,0.00264541,-3.60736,0.0498345,-0.15252,5.37755,2.23052,0.237472
6.27572,1,2,-8.77883,29.8909,-0.0313455,-3.62659,0.100835,-0.0986241,5.37548,2.22562,0.223702
6.32572,1,2,-8.0218,29.9235,0.00173559,-3.61647,0.0924489,-0.101818,5.37289,2.21914,0.208949
6.37572,1,2,-7.22811,29.9786,0.0345865,-3.60327,0.000876685,-0.18362,5.36922,2.21225,0.141494
6.42571,1,2,-6.43178,29.9712,0.0306354,-3.58841,0.0512831,-0.126392,5.36504,2.20516,0.126878
6.47571,1,2,-5.5285,30.0097,0.0753759,-3.55634,0.0196525,-0.148537,5.36504,2.20516,0.0970843
6.5257,1,2,-4.62138,29.943,0.0184337,-3.5596,0.020798,-0.140574,5.36504,2.20516,0.077468
6.5757,1,2,-3.74192,29.9185,0.00265121,-3.55131,-0.053675,-0.204006,5.36504,2.20516,0.017417
6.6257,1,2,-2.9022,29.8995,-0.00958429,-3.57246,-0.0371111,-0.179591,5.36504,2.20516,-0.0132506
6.67569,1,2,-2.1036,29.8017,-0.0985223,-3.5767,-0.121118,-0.250781,5.36504,2.20516,-0.0870849
6.72569,1,2,-1.3122,29.7458,-0.143523,-3.61566,-0.193356,-0.309213,5.36504,2.20516,-0.183145
6.77569,1,2,-0.522801,29.5542,-0.314961,-3.47235,-0.256242,-0.344307,5.36504,2.20516,-0.289327
6.82568,1,2,0.274243,29.4326,-0.411142,-3.36579,-0.453495,-0.50722,5.36504,2.20516,-0.48773
6.87568,1,3,0.999114,29.412,-0.411142,-3.39841,-0.478856,-0.50722,5.36504,2.20516,-0.639743
6.92568,1,3,1.72206,29.3915,-0.411142,-3.43014,-0.504217,-0.50722,5.36504,2.20516,-0.760036
6.97567,1,3,2.44336,29.3709,-0.411142,-3.46164,-0.529578,-0.50722,5.36504,2.20516,-0.858637
7.02567,1,3,3.16323,29.3504,-0.411142,-3.4934,-0.554939,-0.50722,5.36504,2.20516,-0.942389
7.07566,1,3,3.88178,29.3298,-0.411142,-3.52572,-0.5803,-0.50722,5.36504,2.20516,-1.01599
7.12566,1,3,4.59911,29.3092,-0.411142,-3.55884,-0.605661,-0.50722,5.36504,2.20516,-1.08264
7.17566,1,3,5.31529,29.2887,-0.411142,-3.5929,-0.631022,-0.50722,5.36504,2.20516,-1.14455
7.22565,1,3,6.03034,29.2681,-0.411142,-3.62801,-0.656383,-0.50722,5.36504,2.20516,-1.20322
7.27565,1,3,6.74431,29.2476,-0.411142,-3.66423,-0.681744,-0.50722,5.36504,2.20516,-1.25968
