0.800992,1,83.2344,-14.9375,62.9844
0.850992,1,82.5938,-14.9844,63.2656
0.900992,1,83.3672,-14.9375,62.8594
0.950992,1,81.4375,-15.0234,62.7891
1.00099,1,80.4453,-14.9844,62.5078
1.05099,1,80.2656,-14.9922,62.9062
1.10099,1,79.3125,-15.0078,63.3516
1.15099,1,78.2266,-15.0078,63.9375
1.15099,2,79.7578,-14.9453,64.5
1.2,1,77.4141,-14.9922,62.9609
1.25,1,77.0078,-15.0156,63.9922
1.25,2,78.125,-14.9766,64.3203
1.3,1,75.9688,-15.0391,64.8906
1.3,2,77.5703,-15.0313,63.0937
1.35,1,75.3281,-14.9609,63.5469
1.35,2,78.875,-14.9766,63.125
1.4,1,74.6328,-15.0156,61.1094
1.45001,1,73.7656,-14.9766,63.4141
1.50001,1,72.8984,-14.9688,63.2891
1.55001,1,72.1719,-14.9766,62.7109
1.60001,1,71.6563,-15.0078,62.9766
1.60001,2,73.3906,-14.9766,61.7578
1.65002,1,70.6875,-14.9609,64.5703
1.65002,2,72.625,-14.9609,64.1016
1.70002,1,70.2031,-14.9766,64.0312
1.70002,2,71.3672,-15.0313,63.25
1.75002,1,69.2344,-14.9688,62.875
1.75002,2,70.7969,-14.9297,63.4687
1.80002,1,68.6719,-14.9531,63.8438
1.85003,1,67.8359,-14.9453,64.3203
1.85003,2,69.7422,-14.9688,63.6641
1.90003,1,66.7656,-15,62.9531
1.90003,2,68.4609,-14.9609,63.2109
1.90003,3,69.8281,-14.9609,63.4531
1.95003,1,66.0781,-14.9844,64.7187
1.95003,2,67.8672,-14.9531,63.9531
2.00003,1,65.6563,-14.9609,63.5391
2.05003,1,64.8906,-14.9063,65.0703
2.10003,1,63.875,-14.9219,63.3516
2.10003,2,65.7891,-15,64.8359
2.10003,3,68.6953,-14.9297,62.5156
2.15002,1,63.1094,-14.9688,63.9141
2.15002,2,64.7109,-15.0078,63.3437
2.20002,1,62.6484,-15,63.4766
2.20002,2,63.6797,-14.9922,64.0078
2.25001,1,61.8281,-14.9844,63.7891
2.30001,1,60.8828,-14.9688,64.5859
2.30001,2,62.7344,-14.9844,63.5156
2.35001,1,60.375,-14.875,64.7344
2.35001,2,61.4688,-14.9766,64.3203
