3730.18,23.9375,-0.0625
3730.23,23.9375,0.0625
3730.28,23.9375,-0.0625
3730.33,23.9375,-0.0625
3730.38,23.9375,-0.0625
3730.43,23.9375,-0.0625
3730.48,23.9375,-0.0625
3730.53,23.9375,-0.0625
3730.58,23.9375,0.0625
3730.64,23.9375,0.0625
3730.68,23.9375,0.0625
3730.74,23.9375,-0.0625
3730.78,23.9375,-0.0625
3730.84,23.9375,0.0625
3730.88,23.9375,0.0625
3730.94,23.9375,0.0625
3730.98,23.9375,-0.0625
3731.03,23.9375,-0.1875
3731.08,23.9375,0.0625
3731.13,23.875,0.0625
3731.18,23.9375,0.25
3731.23,23.9375,-0.0625
3731.28,23.9375,-0.1875
3731.33,23.9375,-0.5625
3731.38,23.9375,-0.5625
3731.43,23.9375,-0.375
3731.48,23.9375,-0.375
3731.53,23.9375,-0.1875
3731.58,24,-0.1875
3731.63,24,0.0625
3731.68,24,0.4375
3731.73,24,0.25
3731.78,23.9375,0.25
3731.83,23.9375,0.0625
3731.88,23.9375,-0.0625
3731.93,23.9375,-0.0625
3731.98,23.9375,0.0625
3732.03,23.9375,0.0625
3732.08,23.9375,-0.0625
3732.13,23.9375,0.0625
3732.18,23.9375,0.0625
3732.23,23.9375,0.25
3732.28,23.9375,0.25
3732.33,23.9375,0.25
3732.38,23.9375,0.0625
3732.43,23.9375,0.0625
3732.48,23.9375,0.0625
3732.53,23.9375,-0.0625
3732.58,23.9375,-0.0625
3732.63,23.9375,0.0625
3732.68,23.9375,0.0625
3732.73,23.9375,0.0625
3732.78,23.9375,0.0625
3732.83,23.9375,0.0625
3732.88,23.9375,0.0625
3732.93,23.9375,0.0625
3732.98,23.9375,-0.0625
3733.03,23.9375,0.0625
3733.08,23.9375,-0.0625
3733.13,23.9375,-0.0625
3733.18,23.9375,-0.0625
3733.23,23.9375,-0.0625
3733.28,23.9375,0.0625
3733.33,23.9375,0.0625
3733.38,23.9375,0.0625
3733.43,23.9375,0.0625
3733.48,23.9375,0.0625
3733.53,23.875,0.25
3733.58,23.875,0.0625
3733.63,23.875,0.25
3733.68,23.875,0.0625
3733.73,23.875,0.0625
3733.78,23.875,0.0625
3733.84,23.875,0.0625
3733.88,23.875,0.0625
3733.93,23.875,-0.0625
3733.98,23.875,-0.0625
3734.03,23.875,-0.0625
3734.08,23.875,0.0625
3734.13,23.875,0.0625
3734.18,23.875,0.0625
3734.23,23.875,0.0625
3734.28,23.875,0.0625
3734.33,23.875,0.0625
3734.38,23.875,0.0625
3734.43,23.875,-0.0625
3734.48,23.875,0.0625
3734.53,23.875,-0.0625
3734.58,23.875,-0.0625
3734.63,23.875,-0.0625
3734.68,23.875,-0.0625
3734.73,23.875,-0.0625
3734.78,23.875,0.0625
3734.83,23.875,0.0625
3734.88,23.875,-0.0625
3734.93,23.875,0.0625
3734.98,23.875,0.0625
3735.03,23.875,-0.0625
3735.08,23.875,-0.0625
3735.13,23.875,-0.0625
3735.18,23.875,-0.0625
3735.23,23.875,0.0625
3735.28,23.875,0.0625
3735.33,23.875,0.0625
3735.38,23.875,-0.0625
3735.43,23.875,-0.0625
3735.48,23.875,-0.0625
3735.53,23.875,-0.1875
3735.58,23.875,0.0625
3735.63,23.875,0.0625
3735.68,23.875,0.0625
3735.73,23.875,0.0625
3735.78,23.8125,0.0625
3735.83,23.8125,0.0625
3735.88,23.8125,0.0625
3735.93,23.8125,0.0625
3735.98,23.8125,0.0625
3736.03,23.8125,0.0625
3736.08,23.8125,0.25
3736.13,23.8125,0.25
3736.18,23.8125,0.0625
3736.23,23.8125,0.0625
3736.28,23.8125,-0.0625
3736.33,23.8125,-0.0625
3736.38,23.8125,0.0625
3736.43,23.8125,0.0625
3736.48,23.8125,-0.0625
3736.53,23.8125,-0.0625
3736.58,23.8125,-0.0625
3736.63,23.8125,-0.1875
3736.68,23.8125,-0.1875
3736.73,23.8125,-0.375
3736.78,23.8125,-0.0625
3736.83,23.8125,-0.0625
3736.88,23.8125,-0.0625
3736.93,23.8125,-0.1875
3736.98,23.8125,-0.1875
3737.03,23.8125,-0.1875
3737.08,23.8125,-0.1875
3737.13,23.8125,-0.375
3737.18,23.8125,-0.375
3737.23,23.8125,-0.1875
3737.28,23.8125,-0.1875
3737.33,23.8125,-0.375
3737.38,23.8125,-0.375
3737.43,23.8125,-0.1875
3737.48,23.8125,-0.375
3737.53,23.8125,-0.1875
3737.58,23.8125,-0.1875
3737.63,23.8125,-0.0625
3737.68,23.8125,-0.0625
3737.73,23.8125,-0.0625
3737.78,23.8125,-0.0625
3737.84,23.8125,-0.0625
3737.88,23.8125,-0.0625
3737.94,23.8125,-0.0625
3737.98,23.8125,-0.0625
3738.04,23.8125,-0.0625
3738.09,23.8125,-0.0625
3738.14,23.8125,-0.0625
3738.18,23.8125,0.0625
3738.23,23.8125,0.0625
3738.28,23.8125,0.0625
3738.34,23.8125,0.0625
3738.39,23.8125,0.0625
3738.43,23.8125,0.25
3738.49,23.8125,0.25
3738.53,23.8125,0.4375
3738.59,23.8125,0.25
3738.63,23.8125,0.25
3738.69,23.8125,0.25
3738.73,23.8125,0.25
3738.78,23.8125,0.25
3738.83,23.8125,0.25
3738.88,23.8125,0.25
3738.93,23.8125,0.25
3738.98,23.8125,0.25
3739.03,23.8125,0.4375
3739.08,23.8125,0.0625
3739.13,23.8125,0.0625
3739.18,23.8125,0.0625
3739.23,23.8125,-0.0625
3739.28,23.8125,-0.1875
3739.33,23.8125,-0.0625
3739.38,23.8125,0.0625
3739.43,23.8125,-0.0625
3739.48,23.8125,-0.1875
3739.53,23.8125,-0.1875
3739.58,23.8125,-0.0625
3739.63,23.8125,-0.0625
3739.67,23.8125,-0.0625
3739.72,23.8125,-0.0625
3739.78,23.8125,-0.1875
3739.83,23.8125,-0.0625
3739.88,23.8125,-0.1875
3739.93,23.8125,-0.1875
3739.98,23.8125,-0.1875
3740.03,23.8125,-0.1875
3740.08,23.8125,-0.1875
3740.13,23.8125,-0.0625
3740.18,23.8125,-0.1875
3740.23,23.8125,-0.1875
3740.27,23.8125,-0.1875
3740.32,23.8125,-0.0625
3740.38,23.8125,-0.0625
3740.43,23.8125,-0.0625
3740.48,23.8125,-0.0625
3740.53,23.8125,-0.0625
3740.58,23.8125,0.0625
3740.63,23.8125,0.0625
3740.69,23.8125,0.0625
3740.73,23.8125,0.0625
3740.78,23.8125,-0.0625
3740.83,23.8125,-0.0625
3740.88,23.8125,-0.0625
3740.93,23.8125,-0.0625
3740.98,23.8125,-0.0625
3741.03,23.8125,-0.0625
3741.08,23.8125,-0.0625
3741.13,23.8125,-0.0625
3741.18,23.8125,-0.1875
3741.23,23.8125,-0.1875
3741.28,23.8125,-0.1875
3741.33,23.8125,-0.1875
3741.38,23.8125,-0.1875
3741.43,23.8125,-0.1875
3741.48,23.8125,-0.375
3741.53,23.8125,-0.375
3741.58,23.8125,-0.375
3741.63,23.8125,-0.375
3741.68,23.8125,-0.1875
3741.73,23.8125,-0.1875
3741.78,23.8125,-0.1875
3741.83,23.8125,-0.375
3741.88,23.8125,-0.375
3741.93,23.8125,-0.375
3741.98,23.8125,-0.375
3742.03,23.8125,-0.375
3742.08,23.8125,-0.375
3742.13,23.8125,-0.1875
3742.18,23.8125,-0.1875
3742.23,23.8125,-0.1875
3742.28,23.8125,-0.1875
3742.33,23.8125,-0.1875
3742.38,23.8125,-0.1875
3742.43,23.8125,-0.1875
3742.48,23.8125,-0.1875
3742.53,23.8125,-0.1875
3742.58,23.8125,-0.1875
3742.63,23.8125,-0.0625
3742.68,23.8125,-0.375
3742.73,23.8125,-0.1875
3742.78,23.8125,-0.1875
3742.83,23.8125,-0.0625
3742.88,23.8125,-0.1875
3742.93,23.8125,-0.1875
3742.98,23.8125,-0.0625
3743.03,23.8125,-0.0625
3743.08,23.8125,-0.1875
3743.13,23.8125,-0.1875
3743.18,23.8125,-0.0625
3743.23,23.8125,-0.0625
3743.28,23.8125,-0.0625
3743.33,23.8125,-0.0625
3743.38,23.8125,0.0625
3743.43,23.8125,0.25
3743.48,23.8125,0.4375
3743.53,23.8125,0.25
3743.58,23.8125,0.0625
3743.63,23.8125,0.0625
3743.68,23.8125,0.0625
3743.73,23.8125,0.25
3743.78,23.8125,0.25
3743.83,23.8125,0.25
3743.88,23.8125,0.0625
3743.93,23.8125,0.0625
