0.825992,1,82.8125,-15.0391,-58.4141
0.925992,1,81.4141,-15.0234,-57.0469
0.975992,1,81.5547,-15.0625,-58.2578
1.02599,1,79.9297,-14.9531,-59.4922
1.07599,1,79.6406,-15,-58.7344
1.12599,1,78.7422,-15.0078,-58.0781
1.12599,2,79.7969,-15,-58.1797
1.17599,1,77.4531,-14.9844,-57.9297
1.17599,2,78.9297,-14.9453,-59.5234
1.225,1,77.0547,-14.9766,-56.5234
1.225,2,78.5,-14.9922,-58.1094
1.275,1,76.5156,-15.0234,-58.2266
1.325,1,75.8906,-15.0156,-56.4922
1.325,2,77.2344,-14.9609,-58.125
1.375,1,74.9219,-14.9531,-58.7266
1.375,2,79.2344,-15.0469,-56.7109
1.42501,1,75,-15.0078,-59.0391
1.47501,1,73.3906,-14.9453,-56.0781
1.52501,1,72.3984,-15.0313,-57.3672
1.52501,2,74.0313,-14.9531,-58.3203
1.57501,1,73.2031,-14.9453,-58.625
1.62501,1,71.3125,-14.9766,-57.0312
1.62501,2,72.9844,-15.0156,-57.4453
1.67502,1,70.0391,-15.0234,-58.2031
1.67502,2,71.8672,-14.9766,-56.6328
1.72502,1,71.2188,-14.9453,-58.7578
1.77502,1,70.0781,-15.0391,-58.1484
1.82502,1,69.5469,-14.9609,-57.2031
1.87503,1,66.9766,-15.0234,-57.8672
1.92503,1,66.6016,-14.9922,-58
1.92503,2,67.7109,-14.9609,-57.3828
1.97503,1,65.6484,-14.9531,-57.6875
2.02503,1,65.1172,-14.9922,-56.4453
2.02503,2,66.2109,-14.9688,-56.6719
2.07503,1,64.4922,-15,-57.9453
2.12502,1,63.6094,-15.0078,-58.3906
2.12502,2,68.1953,-14.9766,-57.5547
2.17502,1,63.4063,-15,-59
2.17502,2,64.0547,-15.0078,-58.5313
2.22502,1,62.1484,-15.0313,-58.1875
2.27501,1,61.3438,-14.9531,-57.2578
2.32501,1,60.375,-14.9922,-57.25
2.32501,2,62.4063,-14.9609,-57.6094
2.37501,1,59.9453,-15,-57.1641
2.37501,2,61.1641,-14.9766,-56.9531
2.425,1,59.2578,-14.9766,-58.25
2.425,2,60.3359,-15.0234,-57.6406
2.475,1,58.2891,-15.0078,-58.8359
2.475,2,59.9922,-14.9609,-57.5234
2.52599,1,57.6797,-14.9609,-57.7422
2.52599,2,58.8203,-14.9609,-56.8516
2.57599,1,56.8125,-14.9844,-57.6406
2.57599,2,58.0703,-14.9844,-58.75
2.62599,1,56.3203,-14.9609,-55.9219
2.67598,1,55.3516,-15.0547,-57.3281
2.67598,2,56.6953,-15.0469,-58.3906
2.72598,1,54.8125,-15.0156,-57.2813
2.72598,2,56.5938,-14.9844,-56.5078
2.77598,1,53.4844,-15,-57.3672
2.77598,2,55.2031,-15.0547,-58.9531
2.82597,1,53.1406,-15,-57.7109
2.82597,2,54.4531,-15.0313,-58.2031
2.82597,3,58.0469,-15.0547,-58.1719
2.87597,1,52.3438,-14.9609,-57.5781
2.87597,2,54,-14.9375,-58.2109
2.92597,1,51.2109,-15.0156,-56.0547
2.92597,2,53.6953,-14.9844,-58.1875
2.97596,1,50.9453,-14.9766,-56.2109
3.02596,1,50.0391,-15.0313,-58.0469
3.02596,2,51.3516,-15.0078,-57.5781
3.07595,1,49.0391,-14.9453,-57.6875
3.07595,2,54.3438,-14.9609,-56.0938
3.12595,1,49.7656,-15,-56.9609
3.17595,1,47.8828,-15.0078,-57.5
3.17595,2,49.1484,-15,-56.3359
3.22594,1,47.0078,-15.0078,-56.8359
3.22594,2,48.875,-15.0391,-57.4141
3.27594,1,46.25,-14.9297,-57.1953
3.27594,2,46.9219,-15,-57.6953
3.32594,1,45.4297,-15.0547,-56.7031
3.32594,2,47.0391,-14.9766,-56.9531
3.37593,1,44.8672,-14.9375,-56.5937
3.37593,2,46.1484,-15,-56.3281
3.37593,3,49.2344,-15.0547,-58.8203
3.42593,1,44.1875,-14.9609,-56.1563
3.42593,2,45.4766,-14.9531,-56.9141
3.47593,1,43.4688,-14.9688,-55.9609
3.47593,2,44.6641,-14.9922,-58.4609
3.52592,1,42.4609,-14.9844,-55.875
3.57592,1,41.4609,-14.9531,-56.1719
3.57592,2,43.0625,-14.9922,-56.9375
3.62591,1,40.8984,-14.9922,-57.6016
3.62591,2,42.4688,-14.9844,-56.1719
3.67591,1,40.0781,-14.9375,-56.2891
3.67591,2,41.6563,-14.9531,-55.6641
3.72591,1,39.9766,-14.9531,-56.8828
3.72591,2,40.5625,-14.9844,-56.2266
3.7759,1,39.0703,-14.9688,-56.5156
3.7759,2,40.1797,-14.9844,-55.9219
3.8259,1,37.8828,-14.9688,-55.375
3.8759,1,37.2031,-14.9922,-56.5937
3.8759,2,38.8594,-14.9375,-56.5391
3.92589,1,36.5781,-14.9141,-55.5391
3.97589,1,35.8906,-15,-55.2031
3.97589,2,37.1797,-14.9844,-56.8203
4.02589,1,34.9531,-14.9922,-55.9219
4.02589,2,36.6719,-14.9766,-56.4453
4.02589,3,39.3672,-14.9688,-56.4141
4.07588,1,34.4844,-14.9531,-55.6328
4.07588,2,35.5156,-14.9375,-56.5625
4.12588,1,33.3828,-14.9141,-54.4609
4.12588,2,34.8281,-14.9688,-56.4375
4.17587,1,32.5078,-14.9688,-55.5781
4.17587,2,34.25,-14.9453,-55.0469
4.22587,1,32.2656,-14.9297,-56.2422
